step,fsr_0,fsr_1,fsr_2,fsr_3,fsr_4,fsr_5,fsr_6,fsr_7,fsr_8,fsr_9,fsr_10,fsr_11,fsr_12,fsr_13,fsr_14,fsr_15,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,is_unlocked
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03226654231548309,0.9600000381469727,0.48000001907348633,1.0,0.02277461439371109,0.9600000381469727,0.48000001907348633,1.0,0.013282493688166142,0.9600000381469727,0.48000001907348633,1.0,-0.0017628669738769531,0.9600000381469727,0.48000001907348633,0.12718574702739716,-0.01581512577831745,0.08450129628181458,0.03733760491013527,0.11989548057317734,-0.011128871701657772,0.08253384381532669,0.03695978969335556,0.11281023919582367,-0.006442321464419365,0.0806325227022171,0.03659535199403763,0.10472014546394348,1.5708328485488892,0.08815936744213104,0.039894238114356995,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0316302515566349,0.9600000381469727,0.48000001907348633,1.0,0.022257743403315544,0.9600000381469727,0.48000001907348633,1.0,0.01288464292883873,0.9600000381469727,0.48000001907348633,1.0,-0.0016655923100188375,0.9600000381469727,0.48000001907348633,0.1318179816007614,-0.015500715002417564,0.09029258042573929,0.040403105318546295,0.12454670667648315,-0.010875588282942772,0.08833012729883194,0.0400262176990509,0.1174803301692009,-0.0062502003274858,0.0864337906241417,0.039662718772888184,0.11042812466621399,1.5707892179489136,0.09403175860643387,0.04296401888132095,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03100143000483513,0.9600000381469727,0.48000001907348633,1.0,0.021751176565885544,0.9600000381469727,0.48000001907348633,1.0,0.012500401586294174,0.9600000381469727,0.48000001907348633,1.0,-0.0015783309936523438,0.9600000381469727,0.48000001907348633,0.13785487413406372,-0.014894646592438221,0.09651241451501846,0.043564602732658386,0.1305564045906067,-0.010329938493669033,0.09454632550477982,0.043187689036130905,0.12346132844686508,-0.00576461385935545,0.09264587610960007,0.042824067175388336,0.11671062558889389,1.5707614421844482,0.10023847222328186,0.04611879214644432,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029789293184876442,0.9600000381469727,0.48000001907348633,1.0,0.020659878849983215,0.9600000381469727,0.48000001907348633,1.0,0.0115292277187109,0.9600000381469727,0.48000001907348633,1.0,-0.0015227794647216797,0.9600000381469727,0.48000001907348633,0.14408469200134277,-0.014409503899514675,0.10279479622840881,0.04674078896641731,0.1367623209953308,-0.009905906394124031,0.1008262038230896,0.04636413976550102,0.12964168190956116,-0.005401309113949537,0.09892267733812332,0.0460006520152092,0.12301070243120193,1.5707378387451172,0.1064472645521164,0.049273889511823654,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0288190096616745,0.9600000381469727,0.48000001907348633,1.0,0.019811812788248062,0.9600000381469727,0.48000001907348633,1.0,0.01080261915922165,0.9600000381469727,0.48000001907348633,1.0,-0.0014755725860595703,0.9600000381469727,0.48000001907348633,0.15022161602973938,-0.014146608300507069,0.10905398428440094,0.0499127171933651,0.14289513230323792,-0.009703017771244049,0.10708533227443695,0.04953626170754433,0.13576996326446533,-0.005258338991552591,0.10518159717321396,0.049172934144735336,0.12920552492141724,1.570721983909607,0.11258921772241592,0.052411261945962906,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028293216601014137,0.9600000381469727,0.48000001907348633,1.0,0.019406035542488098,0.9600000381469727,0.48000001907348633,1.0,0.010516678914427757,0.9600000381469727,0.48000001907348633,1.0,-0.0014438630314543843,0.9600000381469727,0.48000001907348633,0.156255304813385,-0.013969841413199902,0.11528398841619492,0.053078554570674896,0.14892971515655518,-0.00958529207855463,0.11331532150506973,0.05270204693078995,0.14180545508861542,-0.005199689883738756,0.11141157150268555,0.05233866348862648,0.13534080982208252,1.5707086324691772,0.11869558691978455,0.05553952604532242,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027939684689044952,0.9600000381469727,0.48000001907348633,1.0,0.01917058415710926,0.9600000381469727,0.48000001907348633,1.0,0.010399379767477512,0.9600000381469727,0.48000001907348633,1.0,-0.0014171600341796875,0.9600000381469727,0.48000001907348633,0.16223298013210297,-0.013806640170514584,0.12149806320667267,0.056241072714328766,0.15490908920764923,-0.009480330161750317,0.11952929198741913,0.05586443841457367,0.14778661727905273,-0.0051530227065086365,0.11762548983097076,0.05550093576312065,0.14145173132419586,1.5706955194473267,0.12478858232498169,0.058664508163928986,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027613282203674316,0.9600000381469727,0.48000001907348633,1.0,0.018960660323500633,0.9600000381469727,0.48000001907348633,1.0,0.010306045413017273,0.9600000381469727,0.48000001907348633,1.0,-0.0013909339904785156,0.9600000381469727,0.48000001907348633,0.16818608343601227,-0.013654401525855064,0.12770530581474304,0.059402208775281906,0.16086310148239136,-0.00938557367771864,0.12573623657226562,0.059025414288043976,0.15374165773391724,-0.00511579867452383,0.12383218109607697,0.05866175889968872,0.1475505381822586,1.5706820487976074,0.13087446987628937,0.06178778409957886,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02730880305171013,0.9600000381469727,0.48000001907348633,1.0,0.01877114735543728,0.9600000381469727,0.48000001907348633,1.0,0.01023159734904766,0.9600000381469727,0.48000001907348633,1.0,-0.0013639928074553609,0.9600000381469727,0.48000001907348633,0.17412947118282318,-0.013508799485862255,0.1339101493358612,0.062562957406044,0.16680727899074554,-0.009296685457229614,0.13194061815738678,0.06218592822551727,0.1596868336200714,-0.005083687137812376,0.1300361603498459,0.061822064220905304,0.1536456048488617,1.5706689357757568,0.13695861399173737,0.06491068750619888,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02701760083436966,0.9600000381469727,0.48000001907348633,1.0,0.01859337091445923,0.9600000381469727,0.48000001907348633,1.0,0.010167374275624752,0.9600000381469727,0.48000001907348633,1.0,-0.001337766763754189,0.9600000381469727,0.48000001907348633,0.18006934225559235,-0.013347743079066277,0.14011426270008087,0.06572364270687103,0.17274771630764008,-0.009191597811877728,0.13814426958560944,0.06534639000892639,0.16562792658805847,-0.005034621339291334,0.1362394243478775,0.0649823322892189,0.15974603593349457,1.570655345916748,0.14304731786251068,0.06803488731384277,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026695486158132553,0.9600000381469727,0.48000001907348633,1.0,0.018383195623755455,0.9600000381469727,0.48000001907348633,1.0,0.010069243609905243,0.9600000381469727,0.48000001907348633,1.0,-0.001310586929321289,0.9600000381469727,0.48000001907348633,0.18600763380527496,-0.013176796026527882,0.1463182121515274,0.06888435035943985,0.1786862164735794,-0.009075881913304329,0.14434777200222015,0.06850693374872208,0.17156673967838287,-0.004974177572876215,0.14244262874126434,0.06814271956682205,0.1658506691455841,1.570641040802002,0.1491394340991974,0.07116007059812546,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026353593915700912,0.9600000381469727,0.48000001907348633,1.0,0.018151763826608658,0.9600000381469727,0.48000001907348633,1.0,0.00994835514575243,0.9600000381469727,0.48000001907348633,1.0,-0.0012819766998291016,0.9600000381469727,0.48000001907348633,0.19194519519805908,-0.013002854771912098,0.1525222659111023,0.07204518467187881,0.18462368845939636,-0.008956455625593662,0.1505514234304428,0.0716676115989685,0.17750421166419983,-0.00490929838269949,0.14864590764045715,0.07130325585603714,0.1719580590724945,1.5706267356872559,0.15523380041122437,0.07428595423698425,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026005709543824196,0.9600000381469727,0.48000001907348633,1.0,0.017912911251187325,0.9600000381469727,0.48000001907348633,1.0,0.009818597696721554,0.9600000381469727,0.48000001907348633,1.0,-0.001253366470336914,0.9600000381469727,0.48000001907348633,0.19788256287574768,-0.012829472310841084,0.15872666239738464,0.0752061977982521,0.19056078791618347,-0.008836767636239529,0.15675540268421173,0.07482846826314926,0.18344107270240784,-0.004843332339078188,0.15484949946403503,0.07446397095918655,0.17806747555732727,1.5706124305725098,0.16132991015911102,0.07741236686706543,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025658944621682167,0.9600000381469727,0.48000001907348633,1.0,0.017673535272479057,0.9600000381469727,0.48000001907348633,1.0,0.009686664678156376,0.9600000381469727,0.48000001907348633,1.0,-0.0012247562408447266,0.9600000381469727,0.48000001907348633,0.20382003486156464,-0.01265773456543684,0.16493156552314758,0.07836742699146271,0.1964978575706482,-0.008718089200556278,0.16295982897281647,0.07798954099416733,0.18937784433364868,-0.0047777374275028706,0.16105352342128754,0.07762488722801208,0.18417851626873016,1.5705981254577637,0.16742739081382751,0.08053923398256302,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02531546913087368,0.9600000381469727,0.48000001907348633,1.0,0.017436178401112556,0.9600000381469727,0.48000001907348633,1.0,0.009555474855005741,0.9600000381469727,0.48000001907348633,1.0,-0.001196146011352539,0.9600000381469727,0.48000001907348633,0.20975781977176666,-0.01248841267079115,0.17113704979419708,0.08152890205383301,0.20243516564369202,-0.00860118679702282,0.16916482150554657,0.0811508372426033,0.19531473517417908,-0.004713283386081457,0.16725803911685944,0.08078603446483612,0.19029104709625244,1.5705838203430176,0.17352622747421265,0.08366653323173523,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0249768253415823,0.9600000381469727,0.48000001907348633,1.0,0.01720237359404564,0.9600000381469727,0.48000001907348633,1.0,0.009426566772162914,0.9600000381469727,0.48000001907348633,1.0,-0.0011675357818603516,0.9600000381469727,0.48000001907348633,0.21569620072841644,-0.012321551330387592,0.1773432195186615,0.0846906378865242,0.20837299525737762,-0.008486001752316952,0.175370454788208,0.08431240171194077,0.20125208795070648,-0.004649801179766655,0.17346319556236267,0.08394742757081985,0.19640514254570007,1.5705695152282715,0.1796264499425888,0.08679427951574326,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024643102660775185,0.9600000381469727,0.48000001907348633,1.0,0.016972003504633904,0.9600000381469727,0.48000001907348633,1.0,0.00929960235953331,0.9600000381469727,0.48000001907348633,1.0,-0.001138925552368164,0.9600000381469727,0.48000001907348633,0.22163516283035278,-0.012157207354903221,0.18355005979537964,0.08785264194011688,0.2143114060163498,-0.008372582495212555,0.18157678842544556,0.08747422695159912,0.20718997716903687,-0.0045873322524130344,0.17966902256011963,0.08710909634828568,0.20252084732055664,1.5705552101135254,0.18572810292243958,0.0899224802851677,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024314414709806442,0.9600000381469727,0.48000001907348633,1.0,0.01674516499042511,0.9600000381469727,0.48000001907348633,1.0,0.009174664504826069,0.9600000381469727,0.48000001907348633,1.0,-0.0011103153228759766,0.9600000381469727,0.48000001907348633,0.2275749146938324,-0.011995034292340279,0.18975770473480225,0.09101493656635284,0.22025050222873688,-0.008260749280452728,0.1877838671207428,0.09063633531332016,0.2131284922361374,-0.0045258644968271255,0.1858755499124527,0.09027102589607239,0.2086382508277893,1.5705409049987793,0.19183124601840973,0.09305118024349213,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023990068584680557,0.9600000381469727,0.48000001907348633,1.0,0.016521498560905457,0.9600000381469727,0.48000001907348633,1.0,0.009051728993654251,0.9600000381469727,0.48000001907348633,1.0,-0.001081705093383789,0.9600000381469727,0.48000001907348633,0.23351547122001648,-0.011835507117211819,0.19596615433692932,0.09417752921581268,0.22619037330150604,-0.008150782436132431,0.19399170577526093,0.09379873424768448,0.2190677672624588,-0.00446547893807292,0.19208283722400665,0.09343323856592178,0.21475744247436523,1.5705265998840332,0.19793598353862762,0.09618037939071655,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023671014234423637,0.9600000381469727,0.48000001907348633,1.0,0.016301564872264862,0.9600000381469727,0.48000001907348633,1.0,0.00893095787614584,0.9600000381469727,0.48000001907348633,1.0,-0.0010530948638916016,0.9600000381469727,0.48000001907348633,0.239456906914711,-0.011678026057779789,0.20217542350292206,0.09734043478965759,0.23213110864162445,-0.008042177185416222,0.20020036399364471,0.09696143865585327,0.22500786185264587,-0.00440577557310462,0.19829091429710388,0.09659575670957565,0.2208784967660904,1.570512294769287,0.20404234528541565,0.09931010752916336,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023356052115559578,0.9600000381469727,0.48000001907348633,1.0,0.016084354370832443,0.9600000381469727,0.48000001907348633,1.0,0.00881155114620924,0.9600000381469727,0.48000001907348633,1.0,-0.001024484634399414,0.9600000381469727,0.48000001907348633,0.2453993260860443,-0.011522841639816761,0.20838557183742523,0.10050365328788757,0.23807276785373688,-0.007935252040624619,0.20640988647937775,0.10012445598840714,0.2309488207101822,-0.00434713251888752,0.20449981093406677,0.099758580327034,0.22700148820877075,1.5704987049102783,0.21015042066574097,0.10244037210941315,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02304568514227867,0.9600000381469727,0.48000001907348633,1.0,0.015870504081249237,0.9600000381469727,0.48000001907348633,1.0,0.00869426503777504,0.9600000381469727,0.48000001907348633,1.0,-0.000997304916381836,0.9600000381469727,0.48000001907348633,0.2513427734375,-0.01136983186006546,0.2145966738462448,0.10366719961166382,0.2440153956413269,-0.007829856127500534,0.21262028813362122,0.10328780114650726,0.23689068853855133,-0.004289374221116304,0.2107095867395401,0.10292170941829681,0.2331264764070511,1.5704855918884277,0.21626023948192596,0.1055712103843689,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02273966372013092,0.9600000381469727,0.48000001907348633,1.0,0.015659712255001068,0.9600000381469727,0.48000001907348633,1.0,0.008578748442232609,0.9600000381469727,0.48000001907348633,1.0,-0.000971078930888325,0.9600000381469727,0.48000001907348633,0.25728729367256165,-0.011218558065593243,0.2208087146282196,0.10683108866214752,0.2499590814113617,-0.0077256131917238235,0.2188316136598587,0.10645147413015366,0.24283355474472046,-0.004232186824083328,0.21692025661468506,0.10608517378568649,0.23925355076789856,1.5704724788665771,0.22237186133861542,0.1087026298046112,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022437116131186485,0.9600000381469727,0.48000001907348633,1.0,0.015451227314770222,0.9600000381469727,0.48000001907348633,1.0,0.008464373648166656,0.9600000381469727,0.48000001907348633,1.0,-0.0009448528871871531,0.9600000381469727,0.48000001907348633,0.263232946395874,-0.011069326661527157,0.2270217090845108,0.10999531298875809,0.25590386986732483,-0.007622735574841499,0.2250439077615738,0.10961548238992691,0.24877749383449554,-0.0041756839491426945,0.22313186526298523,0.10924897342920303,0.24538277089595795,1.5704593658447266,0.2284853458404541,0.11183464527130127,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022138653323054314,0.9600000381469727,0.48000001907348633,1.0,0.015245471149682999,0.9600000381469727,0.48000001907348633,1.0,0.008351367898285389,0.9600000381469727,0.48000001907348633,1.0,-0.0009186268434859812,0.9600000381469727,0.48000001907348633,0.2691798508167267,-0.010922347195446491,0.23323574662208557,0.1131599098443985,0.2618497610092163,-0.0075214942917227745,0.23125720024108887,0.11277984082698822,0.2547224760055542,-0.004120201803743839,0.2293444275856018,0.11241310834884644,0.25151416659355164,1.570446252822876,0.2346007376909256,0.11496727913618088,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.021844694390892982,0.9600000381469727,0.48000001907348633,1.0,0.015042988583445549,0.9600000381469727,0.48000001907348633,1.0,0.008240403607487679,0.9600000381469727,0.48000001907348633,1.0,-0.0008924007997848094,0.9600000381469727,0.48000001907348633,0.27512791752815247,-0.010777270421385765,0.23945078253746033,0.11632484942674637,0.2677968442440033,-0.0074214814230799675,0.23747149109840393,0.11594454944133759,0.2606686055660248,-0.00406527379527688,0.23555803298950195,0.11557760089635849,0.257647842168808,1.5704331398010254,0.2407180815935135,0.11810054630041122,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02155454084277153,0.9600000381469727,0.48000001907348633,1.0,0.014842962846159935,0.9600000381469727,0.48000001907348633,1.0,0.00813054759055376,0.9600000381469727,0.48000001907348633,1.0,-0.0008661747560836375,0.9600000381469727,0.48000001907348633,0.2810773253440857,-0.010634170845150948,0.24566693603992462,0.11949017643928528,0.2737451493740082,-0.007322998251765966,0.24368682503700256,0.1191096305847168,0.2666158974170685,-0.0040114279836416245,0.2417726069688797,0.1187424436211586,0.26378384232521057,1.5704200267791748,0.24683743715286255,0.1212344542145729,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.021268341690301895,0.9600000381469727,0.48000001907348633,1.0,0.014645996503531933,0.9600000381469727,0.48000001907348633,1.0,0.008022855967283249,0.9600000381469727,0.48000001907348633,1.0,-0.0008399487123824656,0.9600000381469727,0.48000001907348633,0.28702807426452637,-0.010492594912648201,0.25188422203063965,0.12265589088201523,0.2796947956085205,-0.007225653622299433,0.24990324676036835,0.12227508425712585,0.2725644111633301,-0.003958333749324083,0.24798822402954102,0.12190765887498856,0.2699221968650818,1.5704069137573242,0.25295886397361755,0.12436903268098831,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02098519168794155,0.9600000381469727,0.48000001907348633,1.0,0.01445130817592144,0.9600000381469727,0.48000001907348633,1.0,0.007916667498648167,0.9600000381469727,0.48000001907348633,1.0,-0.0008137226686812937,0.9600000381469727,0.48000001907348633,0.2929801642894745,-0.010353278368711472,0.2581025958061218,0.12582196295261383,0.2856457233428955,-0.007129646837711334,0.2561207711696625,0.12544091045856476,0.2785142958164215,-0.0039056537207216024,0.25420498847961426,0.12507325410842896,0.2760629653930664,1.5703938007354736,0.2590823769569397,0.12750430405139923,0
